date,part_name,supplier_name,historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,energy_cost,maintenance_cost,production_cost,market_price,safety_score,quality_score,procurement_source,safety_risk,decision
2031-07-06,Steel Frame,Supplier_E,1042,2198,831.0,59.73,2.57,22,67.55,1.03,3.45,355.59,455.2,4507.19,4544.35,61,73.08,External,Medium,Procure
2031-07-07,Brake Plate,Supplier_E,1006,273,1806.71,97.87,3.05,33,27.65,7.54,16.11,561.52,557.98,9502.97,9174.07,60,55.38,External,Medium,Procure
2031-07-08,Industrial Sensor,Supplier_A,1053,4119,551.56,50.35,4.05,22,33.42,7.75,19.74,449.98,482.25,5552.8,6255.0,66,68.61,External,Medium,Procure
2031-07-09,Gear Assembly,Supplier_D,900,1741,448.46,54.5,1.89,8,64.14,6.87,3.18,373.95,433.09,3785.85,3458.28,78,67.16,External,Medium,Procure
2031-07-10,Motor Shaft,Supplier_E,987,600,1430.22,67.82,2.77,37,48.57,7.93,16.42,445.87,224.69,7065.44,7853.4,73,66.87,External,Medium,Manufacture
2031-07-11,Control Valve,Supplier_D,972,3746,1477.64,87.84,3.95,12,73.4,2.84,6.35,455.29,451.49,7212.24,7530.39,63,62.42,External,Medium,Procure
2031-07-12,Gear Assembly,Supplier_B,1008,2463,445.31,83.89,2.58,5,28.74,8.53,5.56,1150.92,211.21,4825.45,4698.95,75,62.5,External,Medium,Procure
2031-07-13,Control Valve,Supplier_C,992,1956,2417.61,50.47,1.13,25,33.41,4.69,14.48,686.55,87.92,8974.95,8332.57,93,74.64,External,Low,Procure
2031-07-14,Compressor Unit,Supplier_D,1050,3252,1518.56,54.2,3.03,29,59.09,5.97,2.79,608.26,367.75,6077.74,6246.15,77,68.81,External,Medium,Manufacture
2031-07-15,Motor Shaft,Supplier_A,927,1996,547.38,74.52,3.95,13,55.05,4.66,10.34,653.65,71.21,4518.78,4495.01,66,68.92,External,Medium,Procure
2031-07-16,Compressor Unit,Supplier_C,1010,1818,916.32,57.71,4.91,26,38.65,6.21,2.03,1195.74,528.16,5102.73,5709.43,63,69.37,External,Medium,Procure
2031-07-17,Control Valve,Supplier_C,1031,1878,2040.54,65.34,1.15,22,48.58,7.84,11.98,818.95,111.53,8541.24,8022.0,60,62.12,External,Medium,Procure
2031-07-18,Gear Assembly,Supplier_E,1086,4892,1403.43,69.2,3.16,29,22.45,10.22,10.32,873.84,421.92,7800.26,8328.73,48,61.83,External,High,Procure
2031-07-19,Motor Shaft,Supplier_C,978,3157,632.74,75.65,2.8,12,22.59,6.32,18.48,444.98,883.12,6622.78,7360.21,77,70.46,External,Medium,Manufacture
2031-07-20,Compressor Unit,Supplier_A,1012,4927,436.55,55.06,1.97,28,26.64,4.56,14.96,618.69,58.4,4888.39,4528.72,86,77.47,External,Low,Procure
2031-07-21,Compressor Unit,Supplier_E,913,2813,1190.78,49.79,3.55,9,60.38,6.37,4.27,302.47,361.83,4788.77,5157.76,75,65.11,External,Medium,Manufacture
2031-07-22,Control Valve,Supplier_C,884,3928,976.05,63.91,1.65,10,80.46,8.58,8.38,853.71,622.27,6014.11,6715.95,56,54.31,External,High,Procure
2031-07-23,Gear Assembly,Supplier_C,1027,4847,1708.61,44.92,2.14,26,38.22,4.81,18.77,478.94,185.08,7958.75,8639.27,96,78.6,External,Low,Manufacture
2031-07-24,Cooling Fan,Supplier_A,986,1194,2328.07,71.61,4.13,36,22.38,5.56,15.06,923.12,526.62,10557.26,11083.53,98,67.22,External,Low,Manufacture
2031-07-25,Hydraulic Pump,Supplier_E,1037,145,769.78,90.38,2.84,11,69.6,7.19,12.7,334.48,269.46,6019.52,6879.44,60,55.2,External,Medium,Procure
2031-07-26,Steel Frame,Supplier_E,919,1545,2167.04,47.14,4.97,6,79.87,4.23,12.06,543.85,239.35,8672.07,8705.44,55,69.55,External,High,Procure
2031-07-27,Cooling Fan,Supplier_C,1002,2296,2317.06,46.76,2.55,4,29.67,3.3,9.17,618.3,810.74,9015.03,8992.6,95,79.72,External,Low,Procure
2031-07-28,Control Valve,Supplier_A,1060,3301,2274.61,44.81,2.85,27,47.0,2.54,12.53,283.18,222.79,8814.35,9598.99,99,78.76,External,Low,Manufacture
2031-07-29,Steel Frame,Supplier_B,992,555,2389.78,90.87,2.2,24,31.11,4.88,15.89,176.55,370.07,10062.49,8882.7,66,69.39,External,Medium,Procure
2031-07-30,Gear Assembly,Supplier_A,983,1762,2136.85,44.84,1.95,5,27.45,1.53,4.3,448.77,194.16,7477.73,7335.35,86,88.52,External,Low,Procure
2031-07-31,Gear Assembly,Supplier_C,969,3024,1565.02,99.01,4.69,3,65.37,7.42,19.46,699.38,291.3,8806.42,8398.24,74,55.36,External,Medium,Procure
2031-08-01,Gear Assembly,Supplier_C,895,1065,1142.65,61.5,4.0,7,87.73,2.94,6.31,817.95,299.14,5884.12,5905.02,31,65.88,External,High,Procure
2031-08-02,Cooling Fan,Supplier_B,1025,1628,1330.88,59.73,2.33,24,67.47,5.15,10.06,567.8,327.76,6779.78,6988.28,72,68.47,External,Medium,Manufacture
2031-08-03,Bearing Unit,Supplier_B,934,3076,2207.01,45.5,3.8,22,88.94,3.96,2.41,650.31,594.91,7992.77,8286.33,31,68.79,External,High,Procure
2031-08-04,Control Valve,Supplier_E,982,3171,893.22,75.14,4.86,12,50.41,7.93,11.91,697.51,681.2,6298.41,6337.61,76,60.2,InHouse,Medium,Manufacture
2031-08-05,Hydraulic Pump,Supplier_C,886,4969,566.3,75.15,1.3,35,82.85,10.35,8.87,663.1,484.07,5292.93,5379.12,31,54.02,External,High,Procure
2031-08-06,Gear Assembly,Supplier_E,901,2621,523.88,69.63,2.06,17,34.36,7.97,6.5,199.36,568.9,4017.23,4501.85,74,61.42,External,Medium,Manufacture
2031-08-07,Motor Shaft,Supplier_C,1016,1226,2102.09,58.66,1.8,3,28.25,6.97,19.74,545.5,741.28,9559.76,9274.06,73,68.48,External,Medium,Procure
2031-08-08,Compressor Unit,Supplier_A,934,3504,1951.42,62.11,4.48,11,69.18,8.36,9.71,324.76,899.63,8820.26,8647.97,75,59.89,External,Medium,Procure
2031-08-09,Control Valve,Supplier_D,1013,4592,1344.58,59.23,1.72,6,46.0,1.33,9.46,687.11,438.03,6505.34,6047.67,90,81.06,External,Low,Procure
2031-08-10,Hydraulic Pump,Supplier_E,942,2443,832.2,65.57,2.23,36,42.24,2.35,10.34,933.88,845.97,6649.33,6642.88,91,77.69,External,Low,Procure
2031-08-11,Control Valve,Supplier_E,860,206,1758.51,60.51,3.18,17,66.99,2.04,4.09,737.43,466.81,7230.42,6419.62,68,76.71,External,Medium,Procure
2031-08-12,Steel Frame,Supplier_E,981,2677,288.4,80.53,3.48,22,43.34,2.08,9.08,344.0,714.7,4673.55,5323.38,66,71.15,External,Medium,Procure
2031-08-13,Compressor Unit,Supplier_D,912,3254,1506.92,57.75,4.23,1,60.08,3.87,8.06,328.53,537.24,6519.75,6917.64,70,76.85,InHouse,Medium,Manufacture
2031-08-14,Industrial Sensor,Supplier_D,968,4483,1116.38,61.05,2.63,3,40.96,6.85,10.37,140.7,801.43,6454.96,5964.0,78,66.99,External,Medium,Procure
2031-08-15,Bearing Unit,Supplier_B,936,4153,2449.08,66.13,3.14,16,74.86,2.26,17.42,569.02,431.4,10372.57,10990.21,63,72.8,External,Medium,Procure
2031-08-16,Cooling Fan,Supplier_C,863,4901,1367.39,40.24,4.86,35,41.87,11.29,5.47,576.15,641.44,6015.12,5882.1,58,63.69,External,High,Procure
2031-08-17,Industrial Sensor,Supplier_A,938,314,1470.22,69.52,2.19,14,57.45,10.4,12.94,360.08,446.37,6778.54,6427.99,34,54.48,External,High,Procure
2031-08-18,Industrial Sensor,Supplier_E,1028,4539,1838.43,55.35,1.99,7,21.62,11.69,2.68,940.68,778.47,7257.73,7444.55,55,61.34,External,High,Procure
2031-08-19,Compressor Unit,Supplier_B,949,4389,1314.44,43.37,3.84,26,75.42,1.47,7.7,525.14,895.21,6725.27,5899.7,50,78.85,External,High,Procure
2031-08-20,Hydraulic Pump,Supplier_E,923,4353,716.51,94.66,4.08,31,63.42,10.37,10.51,836.34,256.82,5838.87,5665.69,31,52.45,External,High,Procure
2031-08-21,Bearing Unit,Supplier_C,972,564,1435.74,59.35,2.66,24,33.46,9.84,3.34,804.08,453.19,5845.95,6032.43,45,64.48,External,High,Procure
2031-08-22,Steel Frame,Supplier_D,932,2472,2371.82,65.57,1.85,19,35.08,10.92,11.79,765.21,119.07,9352.81,10244.09,38,63.25,External,High,Procure
2031-08-23,Control Valve,Supplier_C,930,691,1142.8,89.64,4.12,37,38.37,6.81,7.59,1098.87,169.85,6990.8,6354.49,74,66.52,External,Medium,Procure
2031-08-24,Cooling Fan,Supplier_C,870,2288,1763.17,50.01,3.68,1,60.36,9.67,19.87,117.48,839.78,8390.85,7794.54,59,61.05,External,High,Procure
2031-08-25,Hydraulic Pump,Supplier_C,928,983,2449.48,91.02,4.5,25,58.38,1.56,13.36,174.84,512.07,10545.07,10425.02,73,67.55,External,Medium,Procure
2031-08-26,Cooling Fan,Supplier_B,962,4258,2108.82,54.5,4.38,10,39.17,1.83,6.4,894.35,385.85,8245.02,8083.3,95,76.13,External,Low,Procure
2031-08-27,Industrial Sensor,Supplier_C,876,403,1715.78,75.34,1.82,18,68.58,2.3,3.85,488.88,620.76,7252.38,7644.43,65,71.45,External,Medium,Procure
2031-08-28,Control Valve,Supplier_C,977,4591,1892.79,81.14,4.33,1,82.23,11.06,2.73,1185.17,526.14,8161.19,8922.67,30,53.54,External,High,Procure
2031-08-29,Steel Frame,Supplier_C,907,433,2353.91,94.3,1.7,29,23.05,1.67,3.63,338.05,295.41,8275.85,8789.44,77,75.02,External,Medium,Manufacture
2031-08-30,Control Valve,Supplier_A,870,2933,2407.43,76.46,4.45,13,49.2,2.1,14.24,301.76,242.62,9707.76,9487.11,94,72.62,External,Low,Procure
2031-08-31,Hydraulic Pump,Supplier_B,953,4606,2428.63,67.19,4.08,4,61.55,11.23,17.39,747.04,551.7,10771.69,11497.42,49,57.95,External,High,Procure
2031-09-01,Bearing Unit,Supplier_B,894,2431,1638.98,74.34,3.28,12,61.05,2.18,4.82,407.37,210.03,6887.51,6849.09,71,69.1,External,Medium,Procure
2031-09-02,Compressor Unit,Supplier_A,940,4661,1084.84,52.12,3.57,19,21.37,10.57,9.24,474.54,168.3,5270.7,5530.03,58,64.93,External,High,Procure
2031-09-03,Bearing Unit,Supplier_B,892,179,506.25,81.34,1.42,26,34.74,9.68,8.38,1113.13,320.63,4835.37,5044.91,53,56.0,External,High,Procure
2031-09-04,Bearing Unit,Supplier_E,901,3863,1086.76,51.21,1.16,38,24.33,1.44,13.6,128.87,782.14,6792.04,7015.72,87,85.21,External,Low,Manufacture
2031-09-05,Brake Plate,Supplier_B,925,2931,2368.8,73.43,2.32,16,59.83,1.24,5.29,684.39,81.3,8839.1,9276.03,68,70.47,External,Medium,Procure
2031-09-06,Gear Assembly,Supplier_B,915,2077,2246.53,78.86,4.29,25,65.18,6.88,19.16,468.39,758.28,10689.59,11092.39,60,63.67,External,Medium,Procure
2031-09-07,Compressor Unit,Supplier_C,811,832,1404.42,93.91,2.86,10,31.18,11.97,15.11,480.59,577.83,8569.41,8932.23,45,51.4,External,High,Procure
2031-09-08,Hydraulic Pump,Supplier_A,849,4076,1435.12,67.01,1.89,37,43.31,10.67,19.19,372.59,84.32,7388.08,7125.77,43,64.62,External,High,Procure
2031-09-09,Cooling Fan,Supplier_D,941,1917,910.52,86.52,4.34,28,43.09,4.41,6.99,248.34,561.73,5306.87,4872.42,71,60.72,External,Medium,Procure
2031-09-10,Motor Shaft,Supplier_C,892,1484,1245.37,50.05,1.91,28,77.39,5.25,12.58,137.93,412.12,6356.29,6728.46,44,68.69,External,High,Procure
2031-09-11,Industrial Sensor,Supplier_E,874,2224,1843.23,49.37,4.26,25,33.63,5.27,15.18,1186.47,764.96,9899.71,10067.1,87,75.71,External,Low,Manufacture
2031-09-12,Bearing Unit,Supplier_B,835,1298,1125.59,71.49,2.81,25,58.38,9.08,14.8,826.4,821.12,7235.46,7674.77,33,57.43,External,High,Procure
2031-09-13,Hydraulic Pump,Supplier_C,847,2392,632.36,75.78,2.85,12,74.81,4.75,2.38,954.93,293.52,4610.93,4379.68,64,70.36,External,Medium,Procure
2031-09-14,Gear Assembly,Supplier_D,804,4317,1443.98,77.94,2.09,8,78.07,2.63,19.97,171.5,716.54,8544.18,8914.98,55,72.15,External,High,Procure
2031-09-15,Industrial Sensor,Supplier_E,890,284,718.27,84.74,4.6,36,66.66,9.22,18.71,116.32,313.33,6286.9,6135.24,50,56.52,External,High,Procure
2031-09-16,Cooling Fan,Supplier_B,867,4227,2440.86,57.7,1.36,39,40.97,6.04,4.16,760.32,301.29,8709.74,8527.23,73,68.79,External,Medium,Procure
2031-09-17,Cooling Fan,Supplier_B,850,1097,1097.78,77.36,1.58,24,77.61,1.84,11.78,896.21,213.74,6524.64,7111.44,56,67.9,External,High,Procure
2031-09-18,Motor Shaft,Supplier_D,890,2086,2292.23,51.29,3.54,23,71.95,9.69,7.66,534.35,626.72,8199.86,8749.73,36,56.81,External,High,Procure
2031-09-19,Control Valve,Supplier_D,909,2909,718.77,53.14,4.4,37,69.31,7.44,17.82,526.53,272.43,6384.66,6493.96,74,65.61,External,Medium,Manufacture
2031-09-20,Brake Plate,Supplier_D,987,4764,635.18,44.04,1.38,11,24.71,6.38,14.56,522.93,445.13,5647.74,5474.52,78,69.56,External,Medium,Procure
2031-09-21,Compressor Unit,Supplier_E,824,2457,1618.87,84.82,3.94,17,23.03,8.41,6.02,268.03,740.31,7257.73,7216.22,73,63.04,External,Medium,Procure
2031-09-22,Bearing Unit,Supplier_E,944,1779,1992.57,70.42,3.97,28,68.68,6.56,2.61,929.3,723.13,8342.52,8416.33,66,62.89,External,Medium,Procure
2031-09-23,Industrial Sensor,Supplier_C,936,3139,1503.56,54.29,3.33,3,86.14,8.13,7.25,336.71,777.13,6626.94,6433.17,35,56.71,External,High,Procure
2031-09-24,Hydraulic Pump,Supplier_D,857,4986,728.53,73.37,2.95,2,74.16,10.54,2.69,456.85,186.9,4146.48,4307.44,31,54.57,External,High,Procure
2031-09-25,Cooling Fan,Supplier_B,901,2611,287.16,61.25,2.28,29,78.2,7.75,4.54,838.39,548.86,3812.66,3559.84,53,59.32,External,High,Procure
2031-09-26,Gear Assembly,Supplier_A,871,3627,1622.06,90.23,2.41,34,58.15,8.26,13.45,100.12,827.61,8017.61,8794.34,68,56.8,External,Medium,Procure
2031-09-27,Industrial Sensor,Supplier_B,900,3126,501.39,71.69,3.7,14,41.32,7.75,15.41,942.88,85.74,5524.08,4532.58,77,63.71,External,Medium,Procure
2031-09-28,Brake Plate,Supplier_D,960,2845,989.31,41.79,1.26,33,67.44,6.84,10.42,1089.0,725.35,6388.64,6071.8,74,66.28,External,Medium,Procure
2031-09-29,Brake Plate,Supplier_B,919,4273,1754.3,99.11,3.34,18,69.84,2.89,12.81,156.78,259.3,7810.15,8196.65,74,63.05,External,Medium,Manufacture
2031-09-30,Gear Assembly,Supplier_C,915,2681,425.45,44.46,2.11,29,67.28,4.69,4.81,750.79,619.21,3664.72,4453.21,69,73.27,External,Medium,Procure
2031-10-01,Control Valve,Supplier_D,873,4303,492.68,81.76,2.87,2,86.27,8.62,7.7,549.3,659.79,4559.01,4259.85,32,56.8,External,High,Procure
2031-10-02,Gear Assembly,Supplier_E,826,2911,341.83,66.24,3.24,11,45.7,5.68,14.83,186.31,836.75,4648.51,4533.35,83,70.96,External,Low,Procure
2031-10-03,Hydraulic Pump,Supplier_A,884,4190,2490.98,54.96,4.54,31,22.78,5.47,8.57,850.45,482.48,9597.59,9827.38,81,77.69,External,Low,Manufacture
2031-10-04,Motor Shaft,Supplier_D,948,469,1090.28,80.59,3.32,13,83.59,9.35,8.28,773.55,771.0,6810.24,7059.98,51,48.17,External,High,Procure
2031-10-05,Hydraulic Pump,Supplier_B,826,3843,2283.33,47.55,1.91,26,31.23,1.06,5.49,806.93,88.52,8150.45,8218.37,86,81.18,External,Low,Manufacture
2031-10-06,Cooling Fan,Supplier_B,847,2104,875.25,91.49,1.32,34,68.81,8.47,12.71,994.84,407.46,7554.61,7944.94,60,51.38,External,Medium,Procure
2031-10-07,Motor Shaft,Supplier_D,901,1803,1932.37,55.04,3.51,10,81.12,6.38,16.57,415.61,423.59,8835.09,8983.01,41,60.67,External,High,Procure
2031-10-08,Hydraulic Pump,Supplier_E,852,3424,703.85,61.69,3.18,12,41.71,5.14,10.45,844.77,507.54,5697.97,5856.02,84,69.88,External,Low,Manufacture
2031-10-09,Steel Frame,Supplier_E,861,540,1346.15,77.96,3.69,22,78.13,4.75,4.08,917.65,459.14,6809.62,7593.78,45,59.55,External,High,Procure
2031-10-10,Brake Plate,Supplier_D,878,3357,2096.62,40.06,2.84,31,43.24,2.9,17.09,285.7,872.77,8802.97,8719.98,82,78.71,External,Low,Procure
2031-10-11,Gear Assembly,Supplier_B,837,3006,2077.57,68.36,4.3,19,75.6,4.68,3.29,1152.77,116.76,8172.27,8051.58,40,63.72,External,High,Procure
2031-10-12,Bearing Unit,Supplier_B,855,326,2026.85,93.65,4.68,24,24.89,5.31,10.49,473.98,275.26,8933.61,8781.55,74,70.83,External,Medium,Procure
2031-10-13,Compressor Unit,Supplier_E,932,2501,2094.59,80.82,1.16,25,65.87,5.81,6.7,885.08,873.33,9620.79,9325.87,64,61.87,External,Medium,Procure
2031-10-14,Brake Plate,Supplier_B,842,4818,686.39,63.27,3.98,35,67.4,8.4,18.85,929.42,428.51,6253.04,6195.41,65,65.58,External,Medium,Procure
2031-10-15,Control Valve,Supplier_A,830,1124,1309.1,79.63,1.14,8,54.4,5.99,15.28,654.43,535.48,7703.1,7395.43,83,68.55,External,Low,Procure
2031-10-16,Industrial Sensor,Supplier_A,875,3591,1315.2,96.19,2.78,5,68.1,9.76,12.2,241.59,118.87,6694.78,6925.61,41,50.4,External,High,Procure
2031-10-17,Cooling Fan,Supplier_A,937,4356,2248.16,51.27,2.85,22,84.62,8.04,14.02,403.23,291.44,8807.0,9044.54,39,60.66,External,High,Procure
2031-10-18,Control Valve,Supplier_A,897,970,882.85,71.91,3.78,28,71.37,3.09,11.59,357.67,83.7,5373.27,5494.16,68,71.06,External,Medium,Procure
2031-10-19,Industrial Sensor,Supplier_C,886,3299,2342.44,54.08,2.41,12,87.29,4.05,4.66,670.51,166.88,7959.9,8159.2,30,63.6,External,High,Procure
2031-10-20,Brake Plate,Supplier_A,910,1845,1236.83,91.25,4.28,33,51.4,1.87,14.76,387.4,588.32,7896.79,8302.83,69,72.75,External,Medium,Procure
2031-10-21,Compressor Unit,Supplier_C,831,543,1740.51,83.26,2.37,16,56.98,11.4,10.87,701.45,699.08,8410.29,7897.59,35,56.56,External,High,Procure
2031-10-22,Bearing Unit,Supplier_B,933,4658,818.43,88.06,2.37,26,38.46,10.75,13.42,417.03,789.57,6816.06,6952.47,43,52.67,External,High,Procure
2031-10-23,Steel Frame,Supplier_E,929,572,1143.69,96.58,1.89,12,88.99,1.93,2.81,101.08,263.74,5344.05,6147.26,55,63.79,External,High,Procure
2031-10-24,Compressor Unit,Supplier_A,895,179,1832.54,53.94,3.74,23,23.86,7.31,4.56,499.58,332.93,6884.11,6618.27,70,69.31,External,Medium,Procure
2031-10-25,Brake Plate,Supplier_A,960,339,1379.32,42.92,1.31,26,45.1,11.56,12.61,767.54,533.99,7363.99,8617.13,57,64.54,External,High,Procure
2031-10-26,Hydraulic Pump,Supplier_A,866,4752,2340.63,57.45,2.45,13,40.84,9.22,10.27,951.07,121.13,9482.77,9331.48,43,69.01,External,High,Procure
2031-10-27,Brake Plate,Supplier_C,969,689,1895.39,63.95,2.07,23,47.06,6.41,6.08,131.2,735.71,7739.92,7864.04,70,63.35,External,Medium,Manufacture
2031-10-28,Steel Frame,Supplier_A,927,1460,1498.13,77.51,1.92,31,84.24,3.65,6.33,384.14,460.8,6370.81,6516.95,31,64.83,External,High,Procure
2031-10-29,Hydraulic Pump,Supplier_C,906,1984,2239.34,87.86,1.24,36,45.76,4.07,13.37,1184.01,870.68,11371.52,10655.96,74,68.51,External,Medium,Procure
2031-10-30,Motor Shaft,Supplier_A,922,2416,1730.78,60.99,1.76,27,84.19,9.1,3.06,388.0,149.72,6882.28,6482.54,56,59.08,External,High,Procure
2031-10-31,Motor Shaft,Supplier_E,920,4530,1688.84,68.41,2.78,36,49.63,9.59,9.82,954.92,163.3,7798.11,8128.35,39,57.73,External,High,Procure
2031-11-01,Brake Plate,Supplier_A,982,411,766.65,87.13,3.01,23,79.83,6.82,11.42,660.31,346.29,5737.19,5621.22,56,55.39,External,High,Procure
2031-11-02,Control Valve,Supplier_C,880,1176,1108.17,53.52,2.08,38,56.52,2.33,7.55,234.39,225.75,4833.6,4398.8,70,80.72,External,Medium,Procure
2031-11-03,Hydraulic Pump,Supplier_E,896,133,1771.6,53.03,3.6,3,41.79,11.27,16.77,807.74,642.1,8851.24,9459.11,37,55.92,External,High,Procure
2031-11-04,Compressor Unit,Supplier_B,979,1941,2251.12,75.35,2.34,30,51.45,10.29,3.02,1162.97,854.79,9176.91,9331.29,50,57.01,External,High,Procure
2031-11-05,Steel Frame,Supplier_B,908,4581,925.76,66.16,2.47,32,49.71,2.55,17.58,1075.51,126.42,6872.22,6801.55,87,72.63,External,Low,Procure
2031-11-06,Hydraulic Pump,Supplier_E,977,348,695.62,96.93,4.13,15,38.19,1.62,15.02,859.32,255.9,6417.58,7559.82,64,70.62,External,Medium,Procure
2031-11-07,Gear Assembly,Supplier_B,1015,1234,1565.5,61.42,3.21,38,40.27,6.89,10.03,663.36,252.21,6849.68,6349.83,73,73.08,External,Medium,Procure
2031-11-08,Gear Assembly,Supplier_E,923,4989,354.55,85.57,4.81,11,33.05,4.13,18.64,451.27,482.71,5555.56,5039.12,75,69.77,InHouse,Medium,Procure
2031-11-09,Hydraulic Pump,Supplier_A,974,475,1843.45,74.99,2.44,2,43.52,4.12,14.64,492.66,434.22,8807.55,8608.61,92,74.68,External,Low,Procure
2031-11-10,Hydraulic Pump,Supplier_B,893,823,1817.22,43.27,4.31,26,63.71,1.96,18.76,480.83,667.84,8524.09,8663.56,66,82.09,External,Medium,Procure
2031-11-11,Bearing Unit,Supplier_D,982,2013,1016.42,45.06,3.95,34,47.06,11.49,10.51,1114.29,672.74,6374.37,6600.39,56,64.28,External,High,Procure
2031-11-12,Gear Assembly,Supplier_D,959,4397,2253.16,52.19,4.56,1,69.86,10.13,10.15,332.44,536.84,9021.89,8658.25,34,54.51,External,High,Procure
2031-11-13,Cooling Fan,Supplier_E,973,2592,1355.02,48.59,4.83,11,89.09,2.25,11.55,515.83,552.37,6577.69,5881.66,44,72.39,InHouse,High,Procure
2031-11-14,Motor Shaft,Supplier_D,926,2042,1685.26,59.76,1.03,5,46.4,10.64,3.18,575.16,765.97,6842.3,7134.33,53,63.32,External,High,Procure
2031-11-15,Motor Shaft,Supplier_E,882,4104,682.03,74.74,1.35,26,52.38,8.51,18.35,549.79,387.4,6365.08,6144.22,70,63.86,External,Medium,Procure
2031-11-16,Gear Assembly,Supplier_B,982,2444,1159.88,76.14,3.7,6,31.49,4.58,14.02,104.62,60.49,6608.6,6612.59,96,71.34,External,Low,Manufacture
2031-11-17,Steel Frame,Supplier_E,869,1431,2183.56,75.27,2.56,35,47.46,10.58,13.12,398.07,231.08,9287.65,9330.8,37,57.43,External,High,Procure
2031-11-18,Brake Plate,Supplier_E,950,4688,689.76,47.06,4.28,5,70.88,7.58,18.68,648.43,80.06,5424.29,5902.47,69,61.93,InHouse,Medium,Procure
2031-11-19,Compressor Unit,Supplier_A,1009,437,1098.32,76.01,1.05,9,35.22,10.34,19.89,936.54,384.47,7761.39,7505.07,53,51.24,External,High,Procure
2031-11-20,Control Valve,Supplier_B,978,1965,931.58,64.58,4.23,28,32.74,6.16,4.94,726.42,354.16,5137.57,5931.95,65,67.51,External,Medium,Procure
2031-11-21,Compressor Unit,Supplier_E,1060,3237,547.55,94.18,1.54,19,46.35,6.51,15.48,523.35,133.84,5658.63,5585.31,69,66.42,External,Medium,Procure
2031-11-22,Compressor Unit,Supplier_B,1021,891,866.35,94.72,2.16,5,77.31,4.2,12.44,831.65,691.77,7815.54,7144.45,48,57.42,External,High,Procure
2031-11-23,Bearing Unit,Supplier_D,948,3711,735.38,86.09,4.88,23,63.66,5.26,10.3,832.48,520.1,6176.53,5672.51,66,63.57,External,Medium,Procure
2031-11-24,Cooling Fan,Supplier_E,981,3800,2324.27,82.19,1.21,16,87.03,7.25,19.6,372.72,241.85,10957.44,10430.94,56,58.27,External,High,Procure
2031-11-25,Motor Shaft,Supplier_D,981,1616,1904.48,46.9,2.4,7,83.32,11.42,17.3,214.15,695.26,8930.48,8566.31,49,53.36,External,High,Procure
2031-11-26,Gear Assembly,Supplier_A,915,4053,927.03,45.08,1.34,14,30.58,7.6,14.54,983.5,617.74,5805.68,5934.76,64,69.95,External,Medium,Procure
2031-11-27,Steel Frame,Supplier_A,946,4008,1955.68,90.45,4.41,22,22.98,2.62,8.89,682.76,212.86,8506.67,9009.74,72,72.14,External,Medium,Manufacture
2031-11-28,Motor Shaft,Supplier_B,966,2773,250.92,65.62,3.81,9,47.94,1.08,13.99,294.18,885.46,4776.35,3665.66,82,77.45,External,Low,Procure
2031-11-29,Bearing Unit,Supplier_A,903,2222,1411.01,67.08,4.2,23,56.55,10.36,11.57,388.28,200.81,6895.41,7342.9,51,59.01,External,High,Procure
2031-11-30,Control Valve,Supplier_E,999,3885,775.77,90.87,3.11,4,56.09,5.01,6.49,943.07,705.95,6203.72,6910.34,75,65.12,External,Medium,Manufacture
2031-12-01,Motor Shaft,Supplier_B,989,158,462.94,77.29,2.43,26,29.39,4.46,10.11,818.6,873.04,5090.27,6115.9,85,68.18,External,Low,Manufacture
2031-12-02,Hydraulic Pump,Supplier_D,928,2533,2232.64,50.76,1.01,6,28.74,9.81,5.82,1139.68,666.68,8572.3,8782.16,51,70.03,External,High,Procure
2031-12-03,Brake Plate,Supplier_C,1024,2162,658.48,52.66,2.11,31,23.28,11.4,11.01,611.44,615.91,5233.67,4344.54,37,62.95,External,High,Procure
2031-12-04,Bearing Unit,Supplier_A,1041,1354,2091.5,40.38,3.06,17,79.56,9.23,14.96,157.41,817.82,8684.11,8012.19,45,54.5,External,High,Procure
2031-12-05,Hydraulic Pump,Supplier_E,1022,3788,1150.41,82.64,3.66,9,86.34,2.91,2.66,870.47,278.76,6378.36,6824.53,46,61.21,External,High,Procure
2031-12-06,Bearing Unit,Supplier_D,1000,3848,232.87,69.14,1.92,27,28.1,5.31,15.78,380.4,285.58,4525.27,4571.93,89,70.3,External,Low,Manufacture
2031-12-07,Motor Shaft,Supplier_C,1045,4230,1884.83,97.0,1.56,6,34.92,9.35,2.36,456.24,594.99,8216.38,7901.37,46,54.51,External,High,Procure
2031-12-08,Cooling Fan,Supplier_B,1052,4357,1571.63,82.84,1.81,6,26.29,10.98,11.31,316.31,799.82,8253.31,7507.26,39,54.11,External,High,Procure
2031-12-09,Steel Frame,Supplier_E,1038,3129,991.6,46.19,2.42,4,81.43,11.98,12.32,439.83,574.77,5874.3,5336.03,36,54.21,External,High,Procure
2031-12-10,Motor Shaft,Supplier_C,990,2946,847.56,49.69,1.59,3,87.11,6.63,15.7,1012.43,880.49,7220.11,7482.55,40,67.69,External,High,Procure
2031-12-11,Motor Shaft,Supplier_E,1043,570,369.49,70.1,1.63,24,38.33,10.05,15.7,734.38,239.47,5043.53,5283.11,32,61.87,External,High,Procure
